id,signal_id,symbol,direction,entry,stop_loss,target,entry_time,exit_time,result,reason,exit_price,pnl_pct,r_multiple,mae_pct,mae_r,mfe_pct,mfe_r,buy_score,sell_score,rr,setups,indicators
20260827090106659940_e4141bd2,BNBUSDT|BUY|2026-08-27 08:00:00+00:00,BNBUSDT,BUY,710.08,700.2195593847985,727.8287931073629,2026-08-27T14:01:06.659967+05:00,2026-08-28T20:00:59.541910+05:00,LOSS,STOP LOSS HIT,700.2195593847985,-1.3886379865932827,-1.0,1.9828751689950483,1.4279280763877096,1.3956173952230688,1.0050260821734458,68.41,4.0,1.8000000000000023,"PRESSURE,VOLUME,HH_HL,BOS,FVG,ASC_TRIANGLE,BULL_FLAG,RANGE_BREAKOUT","1D_BIAS,1H_TREND,4H_TREND,ASC_TRIANGLE,BOS,BULL_FLAG,FVG,HH_HL,PRESSURE,RANGE_BREAKOUT,RSI,VOLUME"
20260828140017391951_6c01f141,ETHUSDT|BUY|2026-08-28 13:00:00+00:00,ETHUSDT,BUY,2509.17,2485.2489889966805,2558.044154046468,2026-08-28T19:00:17.392005+05:00,2026-08-28T20:00:59.722163+05:00,LOSS,STOP LOSS HIT,2485.2489889966805,-0.9533435758963945,-1.0,1.6407816130433597,1.7210811028968145,0.6962461690519095,0.7303203028323282,65.84,16.01,2.0431475090950646,"PRESSURE,VOLUME,BOS,ORDER_BLOCK,BREAKER,PRICE_ACTION,TRIPLE_BOTTOM,DESC_TRIANGLE,BULL_FLAG,RANGE_BREAKOUT","1D_BIAS,1H_TREND,4H_TREND,BOS,BREAKER,BULL_FLAG,ORDER_BLOCK,PRICE_ACTION,RANGE_BREAKOUT,RSI,TRIPLE_BOTTOM,VOLUME"
20260829121912972757_dc968067,APTUSDT|SELL|2026-08-29 11:00:00+00:00,APTUSDT,SELL,0.532,0.5450801411535737,0.5084557459235673,2026-08-29T17:19:12.972816+05:00,2026-08-29T20:00:20.365888+05:00,LOSS,STOP LOSS HIT,0.5450801411535737,-2.4586731491679883,-1.0,2.6315789473684235,1.070324840965114,0.18796992481203023,0.076451774354651,10.25,62.81,1.8000000000000018,"PRESSURE,BOS,ORDER_BLOCK,BREAKER,SUPPORT,PRICE_ACTION,DESC_TRIANGLE,BEAR_FLAG","1D_BIAS,1H_TREND,4H_TREND,BEAR_FLAG,BOS,BREAKER,DESC_TRIANGLE,ORDER_BLOCK,PRESSURE,PRICE_ACTION,RSI"
20260830080038639901_3c2e2d0e,SUIUSDT|SELL|2026-08-30 07:00:00+00:00,SUIUSDT,SELL,0.7401,0.74712969589656,0.7236973762413601,2026-08-30T13:00:38.639956+05:00,2026-08-30T18:00:49.719732+05:00,LOSS,STOP LOSS HIT,0.74712969589656,-0.949830549460883,-1.0,1.2565869477097655,1.322959077724964,0.5810025672206419,0.611690756367454,13.36,58.59,2.333333333333318,"PRESSURE,ORDER_BLOCK,BREAKER,PRICE_ACTION,TRIPLE_TOP,ASC_TRIANGLE,DESC_TRIANGLE,BEAR_FLAG,RANGE_BREAKDOWN","1H_TREND,4H_TREND,BEAR_FLAG,BREAKER,DESC_TRIANGLE,ORDER_BLOCK,PRESSURE,PRICE_ACTION,RANGE_BREAKDOWN,RSI,TRIPLE_TOP"
20260829220026474974_cba119eb,TRXUSDT|BUY|2026-08-29 21:00:00+00:00,TRXUSDT,BUY,0.3404,0.33845218047069275,0.343906075152753,2026-08-30T03:00:26.475010+05:00,2026-08-31T04:18:23.399046+05:00,LOSS,STOP LOSS HIT,0.33845218047069275,-0.5722149028517117,-1.0,0.6756756756756666,1.1808075467946462,0.3231492361927278,0.5647340441192096,69.56,10.56,1.8000000000000111,"PRESSURE,VOLUME,FVG,SUPPORT,RESISTANCE,DOUBLE_BOTTOM,TRIPLE_BOTTOM,ASC_TRIANGLE,BULL_FLAG,RANGE_BREAKOUT","1D_BIAS,1H_TREND,4H_TREND,ASC_TRIANGLE,BULL_FLAG,DOUBLE_BOTTOM,FVG,PRESSURE,RANGE_BREAKOUT,RSI,SUPPORT,TRIPLE_BOTTOM,VOLUME"
20260830130101830922_4ad49253,ADAUSDT|BUY|2026-08-30 12:00:00+00:00,ADAUSDT,BUY,0.2032,0.19972518408249265,0.20945466865151322,2026-08-30T18:01:01.830974+05:00,2026-08-31T04:18:23.636732+05:00,LOSS,STOP LOSS HIT,0.19972518408249265,-1.7100472034977068,-1.0,2.9527559055118138,1.7267101747087963,1.4271653543307155,0.8345765844425881,70.84,6.05,1.8000000000000032,"PRESSURE,VOLUME,HH_HL,BOS,ORDER_BLOCK,BREAKER,PRICE_ACTION,DOUBLE_BOTTOM,TRIPLE_BOTTOM,ASC_TRIANGLE,RANGE_BREAKOUT","1D_BIAS,ASC_TRIANGLE,BOS,BREAKER,DISCOUNT,DOUBLE_BOTTOM,HH_HL,ORDER_BLOCK,PRESSURE,PRICE_ACTION,RANGE_BREAKOUT,TRIPLE_BOTTOM,VOLUME"
20260830010000246920_8214d505,ATOMUSDT|SELL|2026-08-30 00:00:00+00:00,ATOMUSDT,SELL,1.493,1.511205594110629,1.460229930600868,2026-08-30T06:00:00.246965+05:00,2026-08-31T05:01:00.255813+05:00,WIN,TARGET HIT,1.460229930600868,2.1949142263316936,1.8000000000000052,0.6028131279303347,0.4943535456909611,3.817816476892174,3.1309057893761314,8.66,61.73,1.8000000000000052,"PRESSURE,VOLUME,BOS,ORDER_BLOCK,BREAKER,PRICE_ACTION,DOUBLE_TOP,ASC_TRIANGLE,BEAR_FLAG","1H_TREND,4H_TREND,BEAR_FLAG,BOS,BREAKER,DOUBLE_TOP,ORDER_BLOCK,PRESSURE,PRICE_ACTION,RSI,VOLUME"
20260830130101831672_f25b6434,BNBUSDT|BUY|2026-08-30 12:00:00+00:00,BNBUSDT,BUY,696.41,690.9684954742537,708.39,2026-08-30T18:01:01.831703+05:00,2026-08-31T05:01:00.445776+05:00,LOSS,STOP LOSS HIT,690.9684954742537,-0.7813650759963625,-1.0,2.4870406800591516,3.1829432316101234,1.0956189600953454,1.4021857307843713,63.5,0,2.201596992764981,"PRESSURE,VOLUME,HH_HL,BOS,FVG,DOUBLE_BOTTOM,TRIPLE_BOTTOM,ASC_TRIANGLE,RANGE_BREAKOUT","1D_BIAS,ASC_TRIANGLE,BOS,DISCOUNT,DOUBLE_BOTTOM,FVG,HH_HL,PRESSURE,RANGE_BREAKOUT,TRIPLE_BOTTOM,VOLUME"
20260829090042554127_276f42c6,OPUSDT|SELL|2026-08-29 08:00:00+00:00,OPUSDT,SELL,0.0882,0.09041458642569243,0.08421374443375362,2026-08-29T14:00:42.554183+05:00,2026-09-01T03:28:30.063727+05:00,LOSS,STOP LOSS HIT,0.09041458642569243,-2.5108689633701022,-1.0,4.875283446712016,1.9416717948388609,3.8548752834467126,1.5352753726632862,15.38,65.5,1.8000000000000014,"PRESSURE,BOS,ORDER_BLOCK,BREAKER,SUPPORT,DOUBLE_TOP,TRIPLE_TOP,ASC_TRIANGLE,BEAR_FLAG","1D_BIAS,1H_TREND,4H_TREND,BEAR_FLAG,BOS,BREAKER,DOUBLE_TOP,ORDER_BLOCK,PRESSURE,TRIPLE_TOP"
20260901110807862242_6a42b8de,LINKUSDT|BUY|2026-09-01 10:00:00+00:00,LINKUSDT,BUY,11.437,11.3072321983982,11.739791537070865,2026-09-01T16:08:07.862298+05:00,2026-09-01T22:00:19.976202+05:00,LOSS,STOP LOSS HIT,11.3072321983982,-1.1346314733041825,-1.0,1.1454052636180836,1.0094954093618844,0.7606889918684948,0.6704282489655232,58.07,3.84,2.3333333333333335,"PRESSURE,HH_HL,ORDER_BLOCK,BREAKER,PRICE_ACTION,ASC_TRIANGLE,BULL_FLAG,RANGE_BREAKOUT","1D_BIAS,1H_TREND,4H_TREND,ASC_TRIANGLE,BREAKER,BULL_FLAG,HH_HL,ORDER_BLOCK,PRESSURE,PRICE_ACTION,RANGE_BREAKOUT,RSI"
